"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"MYSZ","My Size, Inc.","5.25","88422395.25","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mysz",
"NNDM","Nano Dimension Ltd.","6.81","4054946.4","595440","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/nndm",
"NH","NantHealth, Inc.","13.69","1659661192.67","n/a","2016","Technology","EDP Services","http://www.nasdaq.com/symbol/nh",
"NATI","National Instruments Corporation","27.77","3571409919.59","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/nati",
"NCIT","NCI, Inc.","11.6","156651005.2","n/a","2005","Technology","EDP Services","http://www.nasdaq.com/symbol/ncit",
"NEFF","Neff Corporation","9.45","226585853.55","n/a","2014","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/neff",
"NPTN","NeoPhotonics Corporation","15.03","628480953","n/a","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/nptn",
"NETE","Net Element, Inc.","1.08","15123195.72","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/nete",
"NTAP","NetApp, Inc.","33.65","9377174633.1","n/a","1995","Technology","Electronic Components","http://www.nasdaq.com/symbol/ntap",
"NLST","Netlist, Inc.","1.21","61836846.72","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/nlst",
"NTCT","NetScout Systems, Inc.","29","2667785516","n/a","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/ntct",
"NTWK","NetSol Technologies Inc.","6.5","69793340.5","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ntwk",
"N","Netsuite Inc","100.49","8132548879.13","n/a","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/n",
"NTIP","Network-1 Technologies, Inc.","2.6905","62736933.713","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ntip",
"NEWR","New Relic, Inc.","35.29","1794107392.46","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/newr",
"NICE","NICE Ltd","67.51","2619681195.93","38804343","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/nice",
"NMBL","Nimble Storage, Inc.","8.03","683353000","n/a","2013","Technology","Electronic Components","http://www.nasdaq.com/symbol/nmbl",
"NOK","Nokia Corporation","5.02","29294530085.24","n/a","1994","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/nok",
"NQ","NQ Mobile Inc.","3.79","348178889.99","n/a","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/nq",
"DCM","NTT DOCOMO, Inc","24.73","92503261149.5","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/dcm",
"NUAN","Nuance Communications, Inc.","13.79","3856922355.79","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/nuan",
"NTNX","Nutanix, Inc.","30.74","4219776999.88","n/a","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ntnx",
"NVEC","NVE Corporation","55.89","270228708.9","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/nvec",
"NVDA","NVIDIA Corporation","66.61","35636350000","n/a","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/nvda",
"NXPI","NXP Semiconductors N.V.","101.65","34480759929.6","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/nxpi",
"OIIM","O2Micro International Limited","1.8","60072285.6","33373492","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/oiim",
"OCLR","Oclaro, Inc.","8.02","1185818537.46","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/oclr",
"OMCL","Omnicell, Inc.","35.65","1289169417.75","n/a","2001","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/omcl",
"OMC","Omnicom Group Inc.","80.87","19128849328.81","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/omc",
"ASGN","On Assignment, Inc.","36.55","1949873566.7","n/a","1992","Technology","Professional Services","http://www.nasdaq.com/symbol/asgn",
"ON","ON Semiconductor Corporation","11.67","4849481045.25","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/on",
"OTIV","On Track Innovations Ltd","0.93","38041999.68","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/otiv",
"OOMA","Ooma, Inc.","8.74","152107289.2","n/a","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/ooma",
"OTEX","Open Text Corporation","64.39","7821674930.38","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/otex",
"ORCL","Oracle Corporation","38.42","157735884140","n/a","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/orcl",
"OSIS","OSI Systems, Inc.","65.86","1248467977.12","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/osis",
"PFIN","P & F Industries, Inc.","8.1745","29410788.315","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pfin",
"PANW","Palo Alto Networks, Inc.","148.46","13487658846.22","n/a","2012","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/panw",
"PCYG","Park City Group, Inc.","14.1","271938663","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/pcyg",
"PKE","Park Electrochemical Corporation","14.06","284499474.26","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/pke",
"PRKR","ParkerVision, Inc.","3.9","49968469.2","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/prkr",
"PAYC","Paycom Software, Inc.","50.01","2991937117.77","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/payc",
"PCTY","Paylocity Holding Corporation","44.36","2269343594.8","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/pcty",
"PCTI","PC-Tel, Inc.","5.48","94936298.16","n/a","1999","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/pcti",
"PDFS","PDF Solutions, Inc.","17.95","562574557.95","n/a","2001","Technology","EDP Services","http://www.nasdaq.com/symbol/pdfs",
"PEGA","Pegasystems Inc.","29.9","2281125358.2","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/pega",
"PNR","Pentair plc.","59.44","10764189675.04","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pnr",
"PRFT","Perficient, Inc.","18.84","680197457.16","n/a","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/prft",
"PERI","Perion Network Ltd","1.13","86249044.44","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/peri",
"PLAB","Photronics, Inc.","10","681867900","n/a","1987","Technology","Semiconductors","http://www.nasdaq.com/symbol/plab",
"PXLW","Pixelworks, Inc.","2.69","76147457.45","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/pxlw",
"PLXS","Plexus Corp.","45.58","1523860323.74","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/plxs",
"PNTR","Pointer Telocation Ltd.","7.51","58621888.44","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/pntr",
"POWI","Power Integrations, Inc.","63","1819966491","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/powi",
"IPDN","Professional Diversity Network, Inc.","7.8","14148186","n/a","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ipdn",
"PRGS","Progress Software Corporation","26.96","1310051562.32","n/a","1991","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/prgs",
"PFPT","Proofpoint, Inc.","70.91","2980671216.88","n/a","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/pfpt",
"PRO","PROS Holdings, Inc.","22.04","669775962.36","n/a","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/pro",
"PTC","PTC Inc.","46.13","5302923832.01","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ptc",
"PSTG","Pure Storage, Inc. ","12.23","2404524205.32","n/a","2015","Technology","Electronic Components","http://www.nasdaq.com/symbol/pstg",
"QTWO","Q2 Holdings, Inc.","28.35","1127751291.45","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qtwo",
"QADA","QAD Inc.","23.15","458625529.7","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qada",
"QADB","QAD Inc.","20.98","415635577.24","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qadb",
"QRVO","Qorvo, Inc.","53.59","6853966521.89","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/qrvo",
"QCOM","QUALCOMM Incorporated","66.1","97408158248.5","n/a","1991","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/qcom",
"QSII","Quality Systems, Inc.","12.27","754684546.41","n/a","1982","Technology","EDP Services","http://www.nasdaq.com/symbol/qsii",
"QBAK","Qualstar Corporation","3.44","7024548.8","n/a","2000","Technology","Electronic Components","http://www.nasdaq.com/symbol/qbak",
"QLYS","Qualys, Inc.","37.95","1342425729.15","n/a","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qlys",
"QTM","Quantum Corporation","0.786","211588444.284","n/a","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/qtm",
"QRHC","Quest Resource Holding Corporation.","2.15","31915679.3","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/qrhc",
"QUIK","QuickLogic Corporation","0.7918","53671119.4076","n/a","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/quik",
"QUMU","Qumu Corporation","3.242","29931408.38","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qumu",
"QUNR","Qunar Cayman Islands Limited","28.95","1903802575.65","65761747","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/qunr",
"RAX","Rackspace Hosting, Inc","31.79","3999347943.8","n/a","2008","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rax",
"RDCM","Radcom Ltd.","20.1","227443359","n/a","1997","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rdcm",
"RSYS","RadiSys Corporation","4.47","171110455.68","n/a","1995","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rsys",
"RMBS","Rambus, Inc.","11.7","1285790337","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/rmbs",
"RPD","Rapid7, Inc.","15.2","639535394.4","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rpd",
"RCMT","RCM Technologies, Inc.","6.9946","85999963.9524","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rcmt",
"RNWK","RealNetworks, Inc.","4.73","174061805.28","n/a","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/rnwk",
"RP","RealPage, Inc.","24.6","1974523329.6","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rp",
"RHT","Red Hat, Inc.","77.5","13918695580","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rht",
"RWC","RELM Wireless Corporation","5.4","74205444.6","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/rwc",
"SOL","Renesola Ltd.","0.9702","98575079.2488","n/a","2008","Technology","Semiconductors","http://www.nasdaq.com/symbol/sol",
"RENN","Renren Inc.","2.09","710428300.23","n/a","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/renn",
"RCII","Rent-A-Center Inc.","9.26","491856576.86","n/a","1995","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/rcii",
"RESN","Resonant Inc.","4.7","45075942.2","n/a","2014","Technology","Semiconductors","http://www.nasdaq.com/symbol/resn",
"RXN","Rexnord Corporation","19.11","1962826835.97","n/a","2012","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rxn",
"RNG","Ringcentral, Inc.","21.65","1582470702.75","n/a","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/rng",
"RHI","Robert Half International Inc.","38.06","4953135593.34","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rhi",
"FUEL","Rocket Fuel Inc.","2.61","116022032.46","n/a","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fuel",
"RST","Rosetta Stone","7.38","162228894.3","n/a","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rst",
"RBCN","Rubicon Technology, Inc.","0.61","16366014.52","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/rbcn",
"SABR","Sabre Corporation","26.11","7260406211.73","n/a","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sabr",
"CRM","Salesforce.com Inc","72.77","49421272058.38","n/a","2004","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/crm",
"SANM","Sanmina Corporation","28.2","2084137074","n/a","1993","Technology","Electrical Products","http://www.nasdaq.com/symbol/sanm",
"SAP","SAP SE","87.66","107690680977.12","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sap",
"SPNS","Sapiens International Corporation N.V.","13.37","651918271.97","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spns",
"SCSC","ScanSource, Inc.","35.5","909716113","n/a","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/scsc",
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","67.6","2989482844.4","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/saic",
"SGMS","Scientific Games Corp","12.7","1111550596.3","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sgms",
"SEAC","SeaChange International, Inc.","2.66","93588437.18","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/seac",
"STX","Seagate Technology PLC","35.34","10552850223.54","n/a","2002","Technology","Electronic Components","http://www.nasdaq.com/symbol/stx",
"SCWX","SecureWorks Corp.","12.05","972087345.45","n/a","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/scwx",
"SMI","Semiconductor  Manufacturing International Corporation","6.15","5189409046.35","n/a","2004","Technology","Semiconductors","http://www.nasdaq.com/symbol/smi",
"LEDS","SemiLEDS Corporation","4.75","13966377.5","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/leds",
"SMTC","Semtech Corporation","24.85","1629331948.3","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/smtc",
"SQNS","Sequans Communications S.A.","1.73","102644135.1","n/a","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/sqns",
"NOW","ServiceNow, Inc.","76.16","12528320000","n/a","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/now",
"SGOC","SGOCO Group, Ltd","3.02","13503069.3","n/a","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sgoc",
"SHSP","SharpSpring, Inc.","5.26","43910637.8","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/shsp",
"SHOP","Shopify Inc.","42.48","3225645182.16","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/shop",
"SSTK","Shutterstock, Inc.","61.74","2161905991.56","n/a","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/sstk",
"SWIR","Sierra Wireless, Inc.","13.45","431069635.15","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/swir",
"SIFY","Sify Technologies Limited","1.1","27607002.5","25097275","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sify",
"SIGM","Sigma Designs, Inc.","7.55","282796620.3","n/a","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/sigm",
"SGMA","SigmaTron International, Inc.","5.46","22853446.98","n/a","1994","Technology","Electrical Products","http://www.nasdaq.com/symbol/sgma",
"SILC","Silicom Ltd","38.67","284091591.21","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/silc",
"SGI","Silicon Graphics International Corp","7.7","281191726.2","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/sgi",
"SLAB","Silicon Laboratories, Inc.","58.4","2429267136","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/slab",
"SIMO","Silicon Motion Technology Corporation","46.72","1644983027.84","35209397","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/simo",
"SPIL","Siliconware Precision Industries Company, Ltd.","7.52","322967027.36","42947743","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spil",
"SSNI","Silver Spring Networks, Inc.","13.8","711947754.6","n/a","2013","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ssni",
"SLP","Simulations Plus, Inc.","8.73","148863645.72","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/slp",
"SINA","Sina Corporation","77.54","5415451832.54","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sina",
"MOBI","Sky-mobi Limited","2.08","27119832.48","13038381","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mobi",
"SWKS","Skyworks Solutions, Inc.","77.65","14559069059","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/swks",
"SMSI","Smith Micro Software, Inc.","1.8","22183273.8","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/smsi",
"SMTX","SMTC Corporation","1.38","22784048.4","n/a","2000","Technology","Electrical Products","http://www.nasdaq.com/symbol/smtx",
"SCKT","Socket Mobile, Inc.","2.82","16475742.84","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/sckt",
"SOHU","Sohu.com Inc.","42.21","1634442281.64","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sohu",
"SEDG","SolarEdge Technologies, Inc.","14.2","580754397.4","n/a","2015","Technology","Semiconductors","http://www.nasdaq.com/symbol/sedg",
"SOFO","Sonic Foundry, Inc.","5.5134","24322689.3906","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sofo",
"SONS","Sonus Networks, Inc.","7.43","366984023.71","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sons",
"SPA","Sparton Corporation","24.78","243820282.44","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/spa",
"ANY","Sphere 3D Corp.","0.53","27043250","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/any",
"SPI","SPI Energy Co., Ltd.","2.6","163269982.2","62796147","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spi",
"SPLK","Splunk Inc.","57.66","7757770310.58","n/a","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/splk",
"SPSC","SPS Commerce, Inc.","69.99","1188270622.8","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spsc",
"SPXC","SPX Corporation","n/a","0","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/spxc",
"FLOW","SPX FLOW, Inc.","25.53","1067250248.1","n/a","2015","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/flow",
"SQ","Square, Inc.","11.34","3875613637.14","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sq",
"SSNC","SS&C Technologies Holdings, Inc.","31.74","6384113898.96","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ssnc",
"STAF","Staffing 360 Solutions, Inc.","1.11","8343087.45","n/a","1996","Technology","Professional Services","http://www.nasdaq.com/symbol/staf",
"SXI","Standex International Corporation","87.85","1122503550.7","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sxi",
"SRT","StarTek, Inc.","6.25","98341450","n/a","1997","Technology","Professional Services","http://www.nasdaq.com/symbol/srt",
"STM","STMicroelectronics N.V.","8.26","7295797099.64","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/stm",
"SSYS","Stratasys, Ltd.","20.39","1064725020","n/a","1994","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ssys",
"STRM","Streamline Health Solutions, Inc.","1.92","37736225.28","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/strm",
"SEMI","SunEdison Semiconductor Limited","11.55","489366038.7","n/a","2014","Technology","Semiconductors","http://www.nasdaq.com/symbol/semi",
"SPWR","SunPower Corporation","n/a","0","n/a","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/spwr",
"SMCI","Super Micro Computer, Inc.","21.85","1063142973.65","n/a","2007","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/smci",
"SPCB","SuperCom, Ltd.","3.39","52523354.85","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spcb",
"SCON","Superconductor Technologies Inc.","2.51","8224813.18","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/scon",
"SPRT","support.com, Inc.","0.82","45333486.8","n/a","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/sprt",
"SYKE","Sykes Enterprises, Incorporated","27.62","1188843102.7","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/syke",
"SYMC","Symantec Corporation","24.22","14909555940.44","n/a","1989","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/symc",
"SYNC","Synacor, Inc.","2.95","89358485.4","n/a","2012","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sync",
"SYNA","Synaptics Incorporated","65.9","2294075543.5","n/a","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/syna",
"SNCR","Synchronoss Technologies, Inc.","36.72","1657364140.08","n/a","2006","Technology","EDP Services","http://www.nasdaq.com/symbol/sncr",
"SNX","Synnex Corporation","104.71","4165186525.97","n/a","2003","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/snx",
"SNPS","Synopsys, Inc.","59.62","9022823787.12","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/snps",
"SYNT","Syntel, Inc.","26.51","2226925918.91","n/a","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/synt",
"SYRX","Sysorex Global","0.25","6748258.75","n/a","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/syrx",
"DATA","Tableau Software, Inc.","47.23","3555902067.65","n/a","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/data",
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","30.86","160042305360","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsm",
"TTWO","Take-Two Interactive Software, Inc.","45.09","3878430418.08","n/a","1997","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ttwo",
"TLND","Talend S.A.","24.26","127365000","5250000","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tlnd",
"TNGO","Tangoe, Inc.","8.19","322938415.8","n/a","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tngo",
"TMH","Team Health Holdings, Inc.","40.25","2984840783.75","n/a","2009","Technology","Professional Services","http://www.nasdaq.com/symbol/tmh",
"TECD","Tech Data Corporation","80.57","2837183520.15","n/a","1986","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/tecd",
"TCCO","Technical Communications Corporation","2.35","4323710.95","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/tcco",
"TTEC","TeleTech Holdings, Inc.","28.55","1348794873.15","n/a","1996","Technology","Professional Services","http://www.nasdaq.com/symbol/ttec",
"TNC","Tennant Company","61.14","1075183033.74","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tnc",
"TDC","Teradata Corporation","29.5","3846800000","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/tdc",
"TSRA","Tessera Technologies, Inc.","37.75","1833646265.25","n/a","2003","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsra",
"TXN","Texas Instruments Incorporated","69.25","69472275603","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/txn",
"TGH","Textainer Group Holdings Limited","7.3","413112818.1","n/a","2007","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/tgh",
"DSGX","The Descartes Systems Group Inc.","21.2","1607260700.8","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dsgx",
"KEYW","The KEYW Holding Corporation","10.8","442316624.4","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/keyw",
"MIDD","The Middleby Corporation","117.68","6771279662.88","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/midd",
"RUBI","The Rubicon Project, Inc.","8.09","395767581.19","n/a","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rubi",
"TTD","The Trade Desk, Inc.","25.88","989373662.88","n/a","2016","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ttd",
"ULTI","The Ultimate Software Group, Inc.","204.05","5904804613.4","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ulti",
"TISA","Top Image Systems, Ltd.","1.85","33150383.1","n/a","1996","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/tisa",
"TSEM","Tower Semiconductor Ltd.","15.9","1373076300","n/a","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsem",
"TACT","TransAct Technologies Incorporated","7.1","52958963.9","n/a","1996","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/tact",
"TZOO","Travelzoo Inc.","12.3","170298616.8","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tzoo",
"TRMR","Tremor Video, Inc.","1.73","90716541.11","n/a","2013","Technology","Advertising","http://www.nasdaq.com/symbol/trmr",
"TSL","Trina Solar Limited","10.42","964710483.6","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsl",
"TRT","Trio-Tech International","3.3999","11944035.6945","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trt",
"TRIP","TripAdvisor, Inc.","63.19","9204109620.67","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/trip",
"TRTN","Triton International Limited","13.06","436142500.46","n/a","2016","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/trtn",
"TBI","TrueBlue, Inc.","21.15","898336457.55","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/tbi",
"TRUE","TrueCar, Inc.","9.41","796147165","n/a","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/true",
"TSRI","TSR, Inc.","5.9","11576165.8","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tsri",
"TTMI","TTM Technologies, Inc.","11.39","1141858047.14","n/a","2000","Technology","Electrical Products","http://www.nasdaq.com/symbol/ttmi",
"TUBE","TubeMogul, Inc.","8.28","299907197.28","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tube",
